en-CA;ESDCDHS2018AM;174838;OL_DH18;385;;;;;;
de-DE;ESDCDHS2018AM;174874;OL_DH18;355;;;;;;
de-LI;ESDCDHS2018AM;174872;OL_DH18;365;;;;;;
en-AU;ESDCDHS2018AM;174838;OL_DH18;640;;;;;;
en-GB;ESDCDHS2018AM;174872;OL_DH18;315;;;;;;
en-IE;ESDCDHS2018AM;174872;OL_DH18;355;;;;;;
en-NZ;ESDCDHS2018AM;174838;OL_DH18;685;;;;;;
en-RW;ESDCDHS2018AM;174872;OL_DH18;419;;;;;;
en-US;ESDCDHS2018AM;174838;OL_DH18;299;;;;;;
en-ZA;ESDCDHS2018AM;174872;OL_DH18;7 645;;;;;;
es-AR;ESDCDHS2018AM;174838;OL_DH18;22.650;;;;;;
es-CL;ESDCDHS2018AM;174838;OL_DH18;302.339;;;;;;
es-CO;ESDCDHS2018AM;174838;OL_DH18;1.672.700;;;;;;
es-ES;ESDCDHS2018AM;174872;OL_DH18;355;;;;;;
es-MX;ESDCDHS2018AM;174838;OL_DH18;8,665;;;;;;
es-PE;ESDCDHS2018AM;174838;OL_DH18;1,200;;;;;;
fr-FR;ESDCDHS2018AM;174872;OL_DH18;355;;;;;;
it-IT;ESDCDHS2018AM;174872;OL_DH18;355;;;;;;
nb-NO;ESDCDHS2018AM;174872;OL_DH18;4,635;;;;;;
nl-NL;ESDCDHS2018AM;174872;OL_DH18;355;;;;;;
pl-PL;ESDCDHS2018AM;174872;OL_DH18;1 820;;;;;;
pt-BR;ESDCDHS2018AM;4658760400;OL_DH18;1.855;;;;;;
se-SE;ESDCDHS2018AM;174872;OL_DH18;4,445;;;;;;
